-3.447329406738281250e+02,1.091487808227539062e+02,1.689797782897949219e+01,5.298494720458984375e+01,-9.187389373779296875e+00,-1.348301029205322266e+01,5.746994018554687500e+00,1.831203699111938477e+00,-1.339615631103515625e+01,1.249387741088867188e+00,-1.575697660446166992e+00,-3.459580421447753906e+00,-2.282996892929077148e+00,-3.305931091308593750e+00,5.191676139831542969e+00,-7.016864418983459473e-01,6.614294052124023438e-01,-3.737451136112213135e-01,-3.854041993618011475e-01,-1.311563849449157715e+00,9.549641013145446777e-01,2.330234289169311523e+00,-2.038330078125000000e+00,-1.280798316001892090e+00,-4.393850862979888916e-01,6.799524426460266113e-01,4.679865539073944092e-01,-3.863677978515625000e-01,-4.923029541969299316e-01,-1.066635847091674805e+00,1.708004832267761230e+00,3.079282045364379883e+00,7.553167939186096191e-01,-1.022944092750549316e+00,9.018241167068481445e-01,1.445851325988769531e+00,8.394503593444824219e-01,4.190889358520507812e+00,4.038419246673583984e+00,3.134407043457031250e+00
-3.920931701660156250e+02,1.209549484252929688e+02,2.377564430236816406e+01,5.127039337158203125e+01,7.748344421386718750e+00,-1.579554653167724609e+01,8.829650878906250000e-01,-3.112949728965759277e-01,-1.031374263763427734e+01,3.252293109893798828e+00,1.077115014195442200e-01,-5.262014865875244141e+00,8.722634315490722656e-01,-9.776070117950439453e-01,5.081643104553222656e+00,3.900358438491821289e+00,-1.089797735214233398e+00,1.073436021804809570e+00,1.676700830459594727e+00,-2.737519741058349609e+00,-2.534897565841674805e+00,1.567359209060668945e+00,1.272782087326049805e+00,-1.648069024085998535e+00,-7.906286120414733887e-01,7.501152753829956055e-01,8.930987119674682617e-01,1.464959979057312012e+00,8.752422928810119629e-01,9.797102808952331543e-01,1.458322525024414062e+00,3.281214714050292969e+00,1.930840969085693359e+00,-1.122699603438377380e-01,1.336967587471008301e+00,1.617909193038940430e+00,1.497741580009460449e+00,1.531929135322570801e+00,1.352389574050903320e+00,1.185068607330322266e+00
-4.221903991699218750e+02,1.287852935791015625e+02,2.566188049316406250e+01,2.693553733825683594e+01,1.721163177490234375e+01,3.511937856674194336e+00,-1.474287986755371094e+01,6.875915527343750000e-01,1.321263551712036133e+00,-5.509755611419677734e+00,1.495375394821166992e+00,1.194609880447387695e+00,-9.206653237342834473e-01,1.424683570861816406e+00,1.018156433105468750e+01,2.096723079681396484e+00,-3.654179334640502930e+00,3.209366798400878906e+00,-1.762288928031921387e+00,-2.651015996932983398e+00,1.758791565895080566e+00,2.716236829757690430e+00,2.937722206115722656e+00,-5.138484835624694824e-01,6.069600582122802734e-01,-5.109729170799255371e-01,1.230422258377075195e+00,2.197094917297363281e+00,-1.003181576728820801e+00,2.228274643421173096e-01,2.318467050790786743e-01,6.849908828735351562e-01,4.073404371738433838e-01,1.436116576194763184e+00,9.070078730583190918e-01,-7.358127832412719727e-01,-3.402825295925140381e-01,1.214349627494812012e+00,2.179666042327880859e+00,1.231693744659423828e+00
-3.408692932128906250e+02,9.163540649414062500e+01,1.532829952239990234e+01,3.370082092285156250e+01,-4.291612803936004639e-01,6.658315181732177734e+00,-2.549160575866699219e+01,-3.136858224868774414e+00,4.379833698272705078e+00,-1.247760868072509766e+01,-2.261112689971923828e+00,-3.311070799827575684e-01,-4.768175125122070312e+00,-8.697924017906188965e-01,1.058521366119384766e+01,-3.274528980255126953e+00,-2.298123091459274292e-01,6.042813301086425781e+00,-4.587674617767333984e+00,-2.673296689987182617e+00,-1.882486701011657715e+00,-2.167273759841918945e+00,2.963545545935630798e-02,1.264247447252273560e-01,5.420230031013488770e-01,-1.275173664093017578e+00,3.360031604766845703e+00,6.126790046691894531e+00,2.292106389999389648e+00,4.853949546813964844e+00,7.124013423919677734e+00,7.930195808410644531e+00,8.842380523681640625e+00,6.641418933868408203e+00,6.830562114715576172e+00,6.939274787902832031e+00,5.250627040863037109e+00,5.412663459777832031e+00,3.379724025726318359e+00,3.157793521881103516e+00
-4.125207519531250000e+02,1.396099243164062500e+02,1.953779220581054688e+01,3.124168014526367188e+01,2.632655715942382812e+01,-5.214669227600097656e+00,-1.730737304687500000e+01,4.841550827026367188e+00,2.430003136396408081e-01,-1.095641899108886719e+01,2.742603302001953125e+00,2.261749744415283203e+00,-3.141845464706420898e+00,2.127386569976806641e+00,6.848776340484619141e+00,-1.053736448287963867e+00,-1.788729429244995117e-01,3.557542562484741211e+00,-3.717689037322998047e+00,-1.089775681495666504e+00,3.225830793380737305e+00,3.299716711044311523e+00,1.433460831642150879e+00,-1.171487092971801758e+00,-5.154123306274414062e-01,-1.147025346755981445e+00,1.397092938423156738e+00,1.919655561447143555e+00,-7.307872772216796875e-01,-4.035137593746185303e-01,8.500439524650573730e-01,1.181885242462158203e+00,3.067070245742797852e-01,9.027704000473022461e-01,6.117691397666931152e-01,-3.562832176685333252e-01,-3.460527360439300537e-01,1.449780315160751343e-01,-2.853018045425415039e-01,3.362962901592254639e-01
-3.623135986328125000e+02,1.185902252197265625e+02,1.959803771972656250e+01,4.418273925781250000e+01,-4.148238182067871094e+00,-1.008649158477783203e+01,2.496711254119873047e+00,-1.369623780250549316e+00,-1.224223995208740234e+01,5.214743614196777344e-01,-1.654611229896545410e+00,-3.400612592697143555e+00,3.694728851318359375e+00,1.255530834197998047e+00,4.331470012664794922e+00,-3.684944473206996918e-03,-8.070113658905029297e-01,2.268437385559082031e+00,1.270162105560302734e+00,-2.031229019165039062e+00,1.130229234695434570e+00,2.298711538314819336e+00,-2.051075935363769531e+00,-2.257024526596069336e+00,7.483581900596618652e-01,-9.685100913047790527e-01,-3.350785076618194580e-01,2.549685239791870117e+00,2.177026495337486267e-02,-2.011479437351226807e-01,9.518428444862365723e-01,2.006501436233520508e+00,9.887343645095825195e-01,4.668175280094146729e-01,1.757859230041503906e+00,4.806686043739318848e-01,3.933654725551605225e-01,7.819350957870483398e-01,6.423368453979492188e-01,-2.387943565845489502e-01
-3.500896606445312500e+02,1.100998001098632812e+02,1.358460998535156250e+01,4.210002899169921875e+01,3.395852804183959961e+00,-1.405431270599365234e+01,1.360653162002563477e+00,2.240911722183227539e+00,-9.722167015075683594e+00,-3.997302949428558350e-01,-3.140125036239624023e+00,-3.667843818664550781e+00,9.094884395599365234e-01,-1.663173079490661621e+00,3.898341655731201172e+00,8.285976052284240723e-01,7.473565936088562012e-01,1.796396732330322266e+00,-1.019693374633789062e+00,-3.472645044326782227e+00,-1.686846166849136353e-01,1.980295062065124512e+00,8.546378016471862793e-01,2.151976346969604492e+00,3.664573729038238525e-01,-9.945868253707885742e-01,1.085717082023620605e+00,1.707234501838684082e+00,-4.298030734062194824e-01,-2.681199014186859131e-01,9.331354498863220215e-02,4.526858925819396973e-01,1.055881142616271973e+00,-9.616503119468688965e-02,1.690260469913482666e-01,6.316602230072021484e-01,1.958695530891418457e+00,3.500509023666381836e+00,3.643013238906860352e+00,3.294713020324707031e+00
-4.506944885253906250e+02,9.789219665527343750e+01,3.530430603027343750e+01,4.353300094604492188e+01,7.787588596343994141e+00,2.453043699264526367e+00,-9.283440589904785156e+00,-5.655174851417541504e-01,4.562574326992034912e-01,3.868814408779144287e-01,2.085334062576293945e+00,4.072202205657958984e+00,5.309551715850830078e+00,-1.497923970222473145e+00,4.776356220245361328e+00,6.708978116512298584e-02,2.515464723110198975e-01,4.963239192962646484e+00,-3.606490790843963623e-01,2.313911020755767822e-01,6.310037970542907715e-01,1.238382220268249512e+00,2.371079206466674805e+00,-8.976860642433166504e-01,-1.057534337043762207e+00,-1.731041312217712402e+00,-4.560824632644653320e-01,6.427780985832214355e-01,9.736776351928710938e-02,8.492689132690429688e-01,-2.156859934329986572e-01,1.309086680412292480e+00,4.258408546447753906e+00,6.786275386810302734e+00,8.769337654113769531e+00,8.800178527832031250e+00,6.930629730224609375e+00,5.404118061065673828e+00,4.064735412597656250e+00,5.088166713714599609e+00
-2.601066894531250000e+02,8.965348052978515625e+01,-4.440760612487792969e+00,2.540732955932617188e+01,-1.604796600341796875e+01,-9.007388114929199219e+00,-1.293132495880126953e+01,-1.320776653289794922e+01,-1.513300895690917969e+01,-3.859449625015258789e+00,-1.240610980987548828e+01,-5.876079082489013672e+00,1.221274584531784058e-01,-7.213243007659912109e+00,2.231063842773437500e+00,-5.040534973144531250e+00,-7.039066791534423828e+00,-9.683108925819396973e-01,-3.560519695281982422e+00,-7.336479663848876953e+00,2.536847591400146484e+00,5.220434188842773438e+00,5.151782512664794922e+00,9.319355010986328125e+00,1.047019767761230469e+01,6.883947849273681641e+00,5.718261718750000000e+00,7.087336063385009766e+00,4.133766174316406250e+00,5.513463497161865234e+00,4.749408245086669922e+00,2.884082078933715820e+00,3.159974813461303711e+00,3.057700872421264648e+00,3.988326549530029297e+00,1.815538525581359863e+00,-4.954115450382232666e-01,2.497562408447265625e+00,1.355292439460754395e+00,5.348953604698181152e-01
-2.437110900878906250e+02,9.263374328613281250e+01,-5.287688732147216797e+00,3.023530197143554688e+01,-2.703356361389160156e+01,-9.680585861206054688e+00,-6.961627006530761719e+00,-8.715178489685058594e+00,-1.539054679870605469e+01,-1.022402405738830566e+00,-4.808297157287597656e+00,-6.405563831329345703e+00,-4.110164165496826172e+00,-3.784750461578369141e+00,2.949628591537475586e+00,-3.898893833160400391e+00,-5.930428028106689453e+00,-3.694816112518310547e+00,-5.569220066070556641e+00,-8.716713905334472656e+00,8.587805032730102539e-01,1.914657354354858398e+00,5.042001247406005859e+00,8.623998641967773438e+00,8.569755554199218750e+00,5.572734832763671875e+00,7.237251281738281250e+00,7.324674129486083984e+00,1.865396022796630859e+00,6.701012134552001953e+00,5.755472183227539062e+00,3.413425922393798828e+00,3.361479282379150391e+00,2.865699768066406250e+00,3.301436901092529297e+00,1.997137427330017090e+00,7.004303336143493652e-01,2.730810403823852539e+00,2.644178628921508789e+00,7.974364161491394043e-01
